9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
8;15;15;-1;-1;15;-1;-1;-1;-1;-1;-1;-1;15;15;8
8;15;-1;-1;-1;9;-1;-1;-1;-1;-1;-1;-1;-1;15;8
8;-1;-1;-1;-1;10;-1;-1;-1;-1;-1;-1;-1;-1;-1;8
8;-1;-1;-1;-1;12;-1;-1;-1;-1;9;-1;-1;37;-1;8
8;-1;34;47;-1;11;-1;-1;36;-1;11;-1;-1;-1;-1;8
8;-1;-1;-1;-1;10;-1;-1;-1;-1;12;-1;-1;45;-1;8
8;-1;-1;-1;-1;9;-1;-1;-1;-1;12;-1;-1;-1;-1;8
8;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;-1;-1;37;-1;8
8;15;-1;-1;-1;-1;-1;-1;-1;-1;9;-1;-1;-1;15;8
8;15;15;15;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;8
9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
