16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
16;17;17;17;17;16;-1;17;17;17;17;17;17;17;17;16
16;17;-1;47;17;16;-1;-1;-1;16;-1;-1;16;16;17;16
16;17;-1;-1;17;-1;-1;-1;-1;-1;35;-1;16;16;17;16
16;17;-1;-1;-1;-1;-1;17;-1;-1;16;-1;-1;-1;17;16
16;17;-1;-1;-1;-1;-1;17;17;17;16;17;17;-1;17;16
16;17;17;17;16;-1;-1;-1;18;17;45;-1;17;36;17;16
-1;16;16;-1;-1;-1;-1;-1;-1;17;-1;-1;17;-1;17;16
-1;-1;-1;-1;-1;-1;-1;-1;-1;17;-1;38;17;-1;17;16
-1;-1;-1;-1;-1;-1;-1;-1;16;17;-1;-1;-1;-1;17;16
-1;34;-1;-1;-1;-1;-1;16;16;17;17;17;17;17;17;16
-1;-1;-1;-1;16;16;16;16;16;16;16;16;16;16;16;16
