50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
50;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;35;-1;-1;-1;-1;44;47;-1;50
50;-1;-1;-1;-1;4;4;4;4;4;4;4;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;4;4;4;50
50;5;-1;-1;-1;-1;-1;-1;34;-1;-1;-1;-1;-1;-1;50
50;5;5;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;-1;-1;50
50;4;4;4;4;5;5;-1;-1;-1;-1;5;-1;-1;-1;50
50;-1;-1;-1;4;4;4;4;4;4;4;5;36;-1;-1;50
50;-1;45;-1;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;-1;50
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
