50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
50;4;4;4;-1;-1;-1;5;5;5;-1;-1;-1;5;5;50
50;4;4;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;5;50
50;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50
50;-1;34;-1;-1;-1;4;4;4;4;4;-1;-1;-1;47;50
50;-1;-1;-1;-1;5;4;-1;-1;-1;-1;-1;-1;-1;-1;50
50;-1;-1;-1;5;5;4;-1;-1;35;-1;36;-1;-1;-1;50
50;4;4;4;4;4;4;-1;-1;-1;4;-1;-1;-1;-1;50
50;-1;-1;-1;5;-1;-1;-1;-1;-1;4;-1;5;-1;-1;50
50;45;-1;-1;-1;-1;-1;-1;-1;-1;4;4;5;5;-1;50
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
