50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
50;4;4;4;4;4;5;-1;-1;-1;4;4;4;4;4;50
50;4;-1;45;-1;4;5;-1;-1;36;-1;-1;-1;43;4;50
50;4;-1;-1;-1;4;4;-1;36;-1;5;-1;-1;45;4;50
50;4;-1;-1;-1;-1;-1;-1;-1;-1;4;5;-1;44;4;50
50;4;-1;-1;-1;-1;-1;-1;-1;5;4;4;4;4;4;50
50;4;4;4;4;4;4;-1;-1;5;5;4;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;47;-1;50
50;-1;34;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;50
50;-1;-1;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;50
50;5;-1;-1;-1;-1;-1;5;5;5;-1;-1;-1;-1;-1;50
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
