16;16;16;16;16;16;16;-1;-1;16;16;16;16;16;16;16
16;16;16;16;16;-1;17;34;-1;16;17;17;16;16;16;16
16;16;16;16;-1;-1;17;-1;-1;17;-1;-1;17;16;16;16
16;16;16;35;-1;-1;17;-1;-1;17;-1;-1;17;16;16;16
16;16;-1;-1;17;-1;17;-1;-1;-1;-1;-1;17;18;16;16
16;16;-1;-1;17;-1;-1;-1;-1;-1;-1;36;16;16;16;16
16;16;-1;-1;17;-1;-1;-1;-1;16;16;-1;-1;-1;16;16
16;16;-1;-1;17;17;16;-1;-1;-1;-1;16;17;44;16;16
16;16;16;-1;-1;35;16;-1;-1;17;-1;-1;43;16;16;16
16;16;16;16;-1;45;17;-1;-1;17;38;-1;16;16;16;16
16;16;16;16;16;17;17;-1;-1;17;-1;16;16;16;16;16
16;16;16;16;16;16;16;-1;47;16;16;16;16;16;16;16
