50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
50;-1;-1;5;5;-1;-1;-1;37;-1;-1;-1;-1;-1;5;50
50;-1;47;-1;5;-1;-1;-1;5;-1;-1;-1;-1;-1;5;50
50;-1;-1;-1;4;-1;-1;4;4;4;4;5;-1;-1;-1;50
50;-1;-1;5;4;-1;-1;-1;-1;-1;4;5;-1;-1;-1;50
50;38;5;5;4;-1;-1;34;-1;-1;4;5;36;-1;-1;50
50;-1;-1;-1;4;5;-1;-1;-1;5;4;-1;-1;-1;5;50
50;-1;-1;-1;4;4;4;4;4;4;4;-1;-1;-1;5;50
50;5;37;-1;-1;5;5;-1;5;5;-1;-1;-1;-1;-1;50
50;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;5;5;50
50;-1;-1;5;-1;-1;37;-1;-1;-1;-1;-1;-1;45;5;50
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
