9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
8;15;15;-1;-1;-1;15;-1;-1;15;15;-1;-1;15;15;8
8;15;9;14;14;13;9;-1;-1;9;14;13;14;9;15;8
8;-1;12;39;-1;-1;-1;-1;-1;11;39;-1;-1;10;15;8
8;-1;10;-1;47;-1;-1;-1;-1;11;-1;45;-1;10;-1;8
8;-1;11;-1;39;-1;11;-1;-1;10;-1;-1;-1;11;-1;8
8;-1;9;13;14;14;9;-1;-1;9;14;-1;-1;9;-1;8
8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8
8;-1;-1;34;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8
8;15;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;8
8;15;15;-1;9;14;14;14;13;13;14;9;-1;15;15;8
9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
